,title,trend_rank_score
25374,Lo Vas A Olvidar (with ROSALÍA) - Belgium,-5.8900000000000015
25375,Lo Vas A Olvidar (with ROSALÍA) - Canada,-9.055000000000001
25376,Lo Vas A Olvidar (with ROSALÍA) - Denmark,-3.4799999999999995
25377,Lo Vas A Olvidar (with ROSALÍA) - France,0.024999999999999988
25378,Lo Vas A Olvidar (with ROSALÍA) - Ireland,-4.5600000000000005
25379,Lo Vas A Olvidar (with ROSALÍA) - Italy,-2.22
25380,Lo Vas A Olvidar (with ROSALÍA) - Sweden,-6.89
25381,Lo Vas A Olvidar (with ROSALÍA) - United Kingdom,-3.5500000000000003
25382,Lo sappiamo entrambi - Italy,-2.2600000000000002
25383,Lo stretto necessario (with Carmen Consoli) - Italy,0.39
25384,Lo zio - Italy,0.385
25385,Lo-fi Drill - Italy,-6.965000000000001
25386,Lo-fi Tu - Italy,-0.3500000000000001
25387,Lo-fi Wuhan - Italy,-3.0999999999999996
25388,Lo/Hi - Belgium,0.1
25389,Lo/Hi - Canada,0.47
25390,Loaded - Denmark,-8.255
25391,Loaded Gun - Canada,-0.67
25392,Loaded Gun - Denmark,0.14
25393,Loading - Belgium,4.034999999999999
25394,Loading - Denmark,2.435000000000001
25395,Loading - Ireland,-2.0749999999999997
25396,Loading - Sweden,0.8400000000000001
25397,Loading - United Kingdom,6.865
25398,Loafers - Sweden,5.800000000000002
25399,Lobo - Italy,-3.9949999999999997
25400,Loca - Belgium,4.300000000000002
25401,Loca - France,-2.685
25402,Loca - Italy,-18.054999999999996
25403,Location (feat. Burna Boy) - Denmark,0.18999999999999997
25404,Location (feat. Burna Boy) - Ireland,20.330000000000027
25405,Location (feat. Burna Boy) - United Kingdom,54.23499999999999
25406,Location - Belgium,19.17999999999999
25407,Location - Canada,31.35999999999996
25408,Location - Denmark,6.045000000000003
25409,Location - Ireland,4.034999999999997
25410,Location - Italy,3.6199999999999997
25411,Location - Sweden,5.115000000000003
25412,Location - United Kingdom,5.849999999999993
25413,Lock Doh - Ireland,0.16
25414,Lock Doh - United Kingdom,1.1499999999999997
25415,Lock It Up (feat. Anderson .Paak) - Belgium,1.075
25416,Lock It Up (feat. Anderson .Paak) - Canada,-5.19
25417,Lock It Up (feat. Anderson .Paak) - Denmark,-1.0350000000000001
25418,Lock It Up (feat. Anderson .Paak) - France,0.015
25419,Lock It Up (feat. Anderson .Paak) - Ireland,-0.73
25420,Lock It Up (feat. Anderson .Paak) - Italy,0.265
25421,Lock It Up (feat. Anderson .Paak) - Sweden,0.775
25422,Lock It Up (feat. Anderson .Paak) - United Kingdom,-2.11
25423,Lockdown - Sweden,0.07499999999999989
25424,Locked In The Trunk Of A Car - Canada,1.065
25425,Locked out of Heaven - Belgium,0.045
25426,Locked out of Heaven - France,0.705
25427,Locked out of Heaven - Ireland,0.72
25428,Locked out of Heaven - United Kingdom,0.54
25429,Loco - Belgium,2.224999999999999
25430,Loco - Italy,27.050000000000004
25431,Loco Contigo (feat. J. Balvin & Tyga) - Belgium,-1.7650000000000001
25432,Loco Contigo (feat. J. Balvin & Tyga) - Canada,0.3600000000000002
25433,Loco Contigo (feat. J. Balvin & Tyga) - Denmark,-5.090000000000002
25434,Loco Contigo (feat. J. Balvin & Tyga) - France,0.5500000000000036
25435,Loco Contigo (feat. J. Balvin & Tyga) - Ireland,4.43
25436,Loco Contigo (feat. J. Balvin & Tyga) - Italy,-7.404999999999999
25437,Loco Contigo (feat. J. Balvin & Tyga) - Sweden,-0.5550000000000003
25438,Loco Contigo (feat. J. Balvin & Tyga) - United Kingdom,-0.029999999999999853
25439,Loco Contigo (with J. Balvin & Tyga) - Belgium,15.625
25440,Loco Contigo (with J. Balvin & Tyga) - Canada,9.259999999999998
25441,Loco Contigo (with J. Balvin & Tyga) - Denmark,5.3149999999999995
25442,Loco Contigo (with J. Balvin & Tyga) - France,11.67
25443,Loco Contigo (with J. Balvin & Tyga) - Ireland,1.8099999999999996
25444,Loco Contigo (with J. Balvin & Tyga) - Italy,22.305000000000003
25445,Loco Contigo (with J. Balvin & Tyga) - Sweden,3.1049999999999995
25446,Loco Contigo (with J. Balvin & Tyga) - United Kingdom,1.5549999999999997
25447,Loco Contigo - Belgium,0.985
25448,Loco Contigo - Canada,0.805
25449,Loco Contigo - Denmark,0.76
25450,Loco Contigo - France,0.0
25451,Loco Contigo - Ireland,0.49
25452,Loco Contigo - Italy,-0.935
25453,Loco Contigo - Sweden,0.785
25454,Loco Contigo - United Kingdom,0.405
25455,Loco Loco - Sweden,0.265
25456,Logo Audi - Belgium,0.30999999999999994
25457,Logo Audi - France,-2.505
25458,Loi de la calle - Belgium,-3.1899999999999995
25459,Loi de la calle - France,0.020000000000000018
25460,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette - Denmark,0.7150000000000001
25461,Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette - France,-0.6899999999999995
25462,Loin - France,-1.5449999999999997
25463,Loin de moi - Belgium,1.0699999999999996
25464,Loin de moi - France,31.05000000000003
25465,Loin de tout - Belgium,-1.3150000000000002
25466,Loin de tout - France,-3.130000000000002
25467,Lojalitet - Sweden,-0.25499999999999995
25468,Loka 3 - France,1.3799999999999994
25469,Loka 4 - France,0.6649999999999999
25470,Lola - Sweden,0.425
25471,Lolita - France,0.15499999999999997
25472,"Lollipop (feat. Diddi Trix, Noname & Laskiiz) - Remix - France",0.135
25473,Lollipop - Sweden,0.315
25474,Lomachenko - France,0.045
25475,London (feat. EO) - United Kingdom,14.204999999999988
25476,London (feat. Tion Wayne) - United Kingdom,-7.32
25477,London Blues - Belgium,0.255
25478,London Blues - France,-1.795
25479,London Boy - Belgium,0.05
25480,London Boy - Canada,-3.855
25481,London Boy - Ireland,-2.515
25482,London Boy - Sweden,0.255
25483,London Boy - United Kingdom,-6.085
25484,London Pride - United Kingdom,0.425
25485,London Town - Denmark,13.094999999999992
25486,London Town - United Kingdom,0.1
25487,"London's Calling (feat. Skrapz, Avelino, Asco, Loski & AJ Tracey) - United Kingdom",-0.2599999999999999
25488,Londra - Italy,0.405
25489,Lone Star - Italy,-1.5
25490,Lone Wolves - Belgium,0.6
25491,Loneliest Time Of Year - Denmark,0.025
25492,Loneliest Time Of Year - Sweden,5.8999999999999995
25493,Lonely (feat. MAX) - Belgium,0.115
25494,Lonely (feat. MAX) - Sweden,0.66
25495,Lonely (with Lil Wayne) - Canada,-1.7750000000000012
25496,Lonely (with Lil Wayne) - Denmark,0.015
25497,Lonely (with benny blanco) - Belgium,2.3800000000000017
25498,Lonely (with benny blanco) - Canada,-23.884999999999987
25499,Lonely (with benny blanco) - Denmark,-3.7549999999999986
25500,Lonely (with benny blanco) - France,16.520000000000003
25501,Lonely (with benny blanco) - Ireland,-15.089999999999993
25502,Lonely (with benny blanco) - Italy,3.1200000000000028
25503,Lonely (with benny blanco) - Sweden,7.104999999999997
25504,Lonely (with benny blanco) - United Kingdom,-6.290000000000003
25505,Lonely - Belgium,0.795
25506,Lonely - Canada,2.1199999999999997
25507,Lonely - Denmark,0.7550000000000004
25508,Lonely - Ireland,23.059999999999988
25509,Lonely - Sweden,0.225
25510,Lonely - United Kingdom,31.015000000000015
25511,Lonely In A Crowd (feat. Joakim Berg) - Sweden,0.975
25512,Lonely Ones - Sweden,0.39
25513,Lonely Place - Belgium,3.245
25514,Lonely This Christmas - Belgium,0.3949999999999999
25515,Lonely This Christmas - Ireland,16.66
25516,Lonely This Christmas - United Kingdom,31.34000000000001
25517,Lonely Together (feat. Rita Ora) - Belgium,-24.325
25518,Lonely Together (feat. Rita Ora) - Canada,-5.889999999999999
25519,Lonely Together (feat. Rita Ora) - Denmark,3.0699999999999985
25520,Lonely Together (feat. Rita Ora) - France,14.444999999999997
25521,Lonely Together (feat. Rita Ora) - Ireland,-26.09
25522,Lonely Together (feat. Rita Ora) - Italy,7.074999999999995
25523,Lonely Together (feat. Rita Ora) - Sweden,-33.979999999999954
25524,Lonely Together (feat. Rita Ora) - United Kingdom,-7.040000000000004
25525,Lonely Together - (feat. Rita Ora) Alan Walker Remix - Sweden,1.0799999999999998
25526,Lonely Together - Acoustic - Sweden,-0.82
25527,Lonely Together - Sweden,1.3549999999999998
25528,Lonesome Train - Belgium,1.5150000000000001
25529,Lonesome Train - Canada,2.46
25530,Lonesome Train - Denmark,0.18000000000000002
25531,Lonesome Train - Ireland,0.07999999999999996
25532,Lonesome Train - Sweden,1.4300000000000004
25533,Lonesome Train - United Kingdom,0.85
25534,Long Hot Summer - United Kingdom,0.17
25535,Long Live - Canada,0.73
25536,Long Long Way - Sweden,0.265
25537,Long Nights - Canada,0.135
25538,Long Time - Intro - Canada,0.25
25539,Long Time Running - Canada,0.9750000000000001
25540,Long Way Down - Sweden,4.249999999999999
25541,Long Way Off - United Kingdom,-0.04499999999999998
25542,Longer Than I Thought - Sweden,0.225
25543,Longshot - Ireland,0.39
25544,Longshot - United Kingdom,-9.910000000000004
25545,Longsleeve - Italy,0.405
25546,Longtemps - France,5.640000000000001
25547,Longtime (feat. Skepta) - United Kingdom,0.145
25548,Longue vie - Belgium,-0.2699999999999999
25549,Longue vie - France,0.1900000000000015
25550,Longues vies - Canada,0.05
25551,Lontana da me - Italy,0.565
25552,Lontanissimo - prod. Strage - Italy,0.10999999999999995
25553,Lontano da me - Italy,-6.105
25554,Look Alive (feat. Drake) - Belgium,-0.08000000000000185
25555,Look Alive (feat. Drake) - Canada,19.965000000000003
25556,Look Alive (feat. Drake) - Denmark,-5.375000000000003
25557,Look Alive (feat. Drake) - France,11.744999999999997
25558,Look Alive (feat. Drake) - Ireland,10.440000000000001
25559,Look Alive (feat. Drake) - Italy,5.5699999999999985
25560,Look Alive (feat. Drake) - Sweden,12.034999999999998
25561,Look Alive (feat. Drake) - United Kingdom,3.029999999999997
25562,Look At Her Now - Belgium,-5.775000000000002
25563,Look At Her Now - Canada,-10.385000000000003
25564,Look At Her Now - Denmark,-2.1100000000000003
25565,Look At Her Now - France,0.34499999999999986
25566,Look At Her Now - Ireland,-8.179999999999996
25567,Look At Her Now - Sweden,-1.9449999999999998
25568,Look At Her Now - United Kingdom,-2.7100000000000004
25569,Look At Me! - Belgium,-7.260000000000008
25570,Look At Me! - Canada,9.015000000000008
25571,Look At Me! - Denmark,-0.010000000000000966
25572,Look At Me! - France,-6.230000000000001
25573,Look At Me! - Ireland,-0.10500000000000059
25574,Look At Me! - Italy,-0.5099999999999992
25575,Look At Me! - Sweden,-0.15499999999999958
25576,Look At Me! - United Kingdom,-3.970000000000002
25577,Look At Us Now - Sweden,0.36
25578,Look Back at It (feat. CAPO PLAZA) - Italy,6.880000000000012
25579,Look Back at It - Belgium,-2.1300000000000012
25580,Look Back at It - Canada,11.860000000000008
25581,Look Back at It - Denmark,6.184999999999996
25582,Look Back at It - France,15.954999999999997
25583,Look Back at It - Ireland,7.450000000000005
25584,Look Back at It - Sweden,8.43
25585,Look Back at It - United Kingdom,20.36500000000001
25586,Look Good - Sweden,0.24000000000000002
25587,Look Like You Know - United Kingdom,0.54
25588,Look Over Your Shoulder (feat. Kendrick Lamar) - Canada,0.385
25589,Look Over Your Shoulder (feat. Kendrick Lamar) - Ireland,0.28
25590,Look Over Your Shoulder (feat. Kendrick Lamar) - Sweden,0.005
25591,Look Over Your Shoulder (feat. Kendrick Lamar) - United Kingdom,0.165
25592,Look Up At The Stars - Belgium,0.19
25593,Look Up At The Stars - Canada,0.605
25594,Look What God Gave Her - Canada,-0.7699999999999999
25595,Look What I Found - Canada,0.45
25596,Look What I Found - Denmark,1.46
25597,Look What I Found - Ireland,0.6199999999999992
25598,Look What I Found - Sweden,-0.4850000000000001
25599,Look What I Found - United Kingdom,2.0350000000000006
25600,Look What You Made Me Do - Belgium,-7.309999999999999
25601,Look What You Made Me Do - Canada,-19.575000000000003
25602,Look What You Made Me Do - Denmark,-9.675000000000006
25603,Look What You Made Me Do - France,-0.9699999999999985
25604,Look What You Made Me Do - Ireland,-21.064999999999998
25605,Look What You Made Me Do - Italy,-8.36
25606,Look What You Made Me Do - Sweden,-21.584999999999997
25607,Look What You Made Me Do - United Kingdom,-21.004999999999992
25608,Look What You've Done - Denmark,0.435
25609,Look What You've Done - Sweden,2.795000000000001
25610,Look Who’s Inside Again - Canada,-0.5450000000000002
25611,Look Who’s Inside Again - Ireland,0.12500000000000008
25612,Look Who’s Inside Again - United Kingdom,0.13499999999999993
25613,Look at Me Now - Live - Italy,0.11500000000000005
25614,Look at Me! - Canada,2.0099999999999993
25615,Look into My Eyes - Sweden,0.715
25616,Lookin Exotic - Canada,0.215
25617,Lookin' For - Sweden,0.305
25618,Looking Back Someday - Belgium,0.305
25619,Looking Back Someday - Sweden,-0.030000000000000027
25620,Looking For A Place To Happen - Canada,0.025000000000000022
25621,Looking For Me - Ireland,9.430000000000001
25622,Looking For Me - United Kingdom,4.374999999999999
25623,Looking For Somebody - Belgium,1.3749999999999998
25624,Looking Up - Sweden,0.43
25625,Looking for Me - Ireland,-3.519999999999998
25626,Looking for Me - United Kingdom,22.070000000000018
25627,Looking for a Star - Belgium,0.105
25628,Looking for a Star - Canada,0.345
25629,Looking for a Star - Ireland,0.13
25630,Looks Like Me - Sweden,0.45999999999999996
25631,Loose (feat. KSI) - Denmark,-0.16499999999999984
25632,Loose (feat. KSI) - Ireland,-8.335000000000003
25633,Loose (feat. KSI) - Sweden,0.375
25634,Loose (feat. KSI) - United Kingdom,-9.150000000000004
25635,Loose Ends - United Kingdom,-0.3500000000000001
25636,Lord I Know - Canada,0.23500000000000004
25637,Lord I Need You - Belgium,0.4649999999999999
25638,Lord I Need You - Canada,-1.9799999999999998
25639,Lord I Need You - Denmark,-0.6499999999999999
25640,Lord I Need You - France,0.7150000000000001
25641,Lord I Need You - Ireland,-0.5650000000000001
25642,Lord I Need You - Italy,0.6950000000000001
25643,Lord I Need You - Sweden,-0.4600000000000001
25644,Lord I Need You - United Kingdom,-0.63
25645,Lord It's A Feeling - United Kingdom,0.365
25646,Lordly (feat. Alex Aiono) - France,-2.9850000000000003
25647,Los Angeles (feat. Guè Pequeno) - Italy,0.225
25648,Los Angeles - Italy,-9.335000000000003
25649,Los Pollos Hermanos - United Kingdom,0.25
25650,Lose - Belgium,0.2
25651,Lose - Canada,-2.045
25652,Lose - Denmark,-4.7700000000000005
25653,Lose - Ireland,-8.965000000000002
25654,Lose - Sweden,-0.855
25655,Lose - United Kingdom,-13.880000000000004
25656,Lose Control (feat. Mãs) - Belgium,0.8750000000000002
25657,Lose Control - Acoustic Version - Belgium,1.5750000000000002
25658,Lose Control - Belgium,17.424999999999976
25659,Lose Control - Canada,17.39500000000001
25660,Lose Control - Denmark,17.549999999999994
25661,Lose Control - France,10.975
25662,Lose Control - Ireland,9.934999999999993
25663,Lose Control - Italy,13.060000000000015
25664,Lose Control - Sweden,11.68
25665,Lose Control - United Kingdom,9.545000000000009
25666,Lose It - Canada,0.97
25667,Lose Myself - Denmark,0.275
25668,Lose Somebody - Belgium,5.9149999999999965
25669,Lose Somebody - Canada,-2.755000000000001
25670,Lose Somebody - Denmark,8.109999999999996
25671,Lose Somebody - France,1.4600000000000002
25672,Lose Somebody - Ireland,2.765000000000001
25673,Lose Somebody - Italy,0.355
25674,Lose Somebody - Sweden,-7.665000000000009
25675,Lose Somebody - United Kingdom,1.2500000000000009
25676,Lose You - Belgium,-0.4650000000000001
25677,Lose You - Canada,-12.155
25678,Lose You - Denmark,-0.2949999999999999
25679,Lose You - France,-0.81
25680,Lose You - Ireland,-5.064999999999999
25681,Lose You - Italy,0.06499999999999997
25682,Lose You - Sweden,0.275
25683,Lose You - United Kingdom,-8.905
25684,Lose You To Love Me - Belgium,-7.575000000000001
25685,Lose You To Love Me - Canada,-13.335000000000003
25686,Lose You To Love Me - Denmark,7.865000000000003
25687,Lose You To Love Me - France,5.045
25688,Lose You To Love Me - Ireland,-24.469999999999995
25689,Lose You To Love Me - Italy,-0.9050000000000005
25690,Lose You To Love Me - Sweden,-2.4600000000000017
25691,Lose You To Love Me - United Kingdom,-6.569999999999996
25692,Lose You Too - Denmark,1.65
25693,Lose You Too - Sweden,0.5
25694,Lose Your Head - United Kingdom,0.185
25695,"Lose Yourself - From ""8 Mile"" Soundtrack - Belgium",13.865000000000006
25696,"Lose Yourself - From ""8 Mile"" Soundtrack - Canada",13.455000000000004
25697,"Lose Yourself - From ""8 Mile"" Soundtrack - Denmark",2.4300000000000024
25698,"Lose Yourself - From ""8 Mile"" Soundtrack - France",-0.9500000000000005
25699,"Lose Yourself - From ""8 Mile"" Soundtrack - Ireland",12.485000000000001
25700,"Lose Yourself - From ""8 Mile"" Soundtrack - Italy",1.1800000000000004
25701,"Lose Yourself - From ""8 Mile"" Soundtrack - Sweden",21.69999999999999
25702,"Lose Yourself - From ""8 Mile"" Soundtrack - United Kingdom",18.330000000000005
25703,Lose Yourself - Soundtrack Version - Denmark,0.35500000000000004
25704,Lose Yourself - Soundtrack Version - Ireland,0.22000000000000006
25705,Lose Yourself - Soundtrack Version - Sweden,0.575
25706,Lose Yourself - Soundtrack Version - United Kingdom,0.10500000000000001
25707,Lose Yourself to Dance (feat. Pharrell Williams) - Belgium,0.42
25708,Lose Yourself to Dance (feat. Pharrell Williams) - France,0.47
25709,Lose Yourself to Dance (feat. Pharrell Williams) - Ireland,0.2
25710,Lose Yourself to Dance (feat. Pharrell Williams) - United Kingdom,0.105
25711,Lose my mind - Sweden,5.710000000000001
25712,Losers - Belgium,-0.3249999999999999
25713,Losin Control - Canada,0.4649999999999999
25714,Losing It - Belgium,17.174999999999997
25715,Losing It - Ireland,1.85
25716,Losing It - Italy,0.09
25717,Losing It - United Kingdom,3.1149999999999998
25718,Losing My Religion - Belgium,0.11499999999999999
25719,Losing Out - United Kingdom,0.045
25720,Losing Sleep - Canada,0.045
25721,Losses (with Young Thug) - Canada,0.655
25722,Losses (with Young Thug) - Ireland,0.495
25723,Losses (with Young Thug) - United Kingdom,0.515
25724,Losses - Belgium,0.5149999999999999
25725,Losses - Bonus - Canada,-1.41
25726,Losses - Bonus - Denmark,0.42000000000000004
25727,Losses - Bonus - Ireland,0.26
25728,Losses - Bonus - United Kingdom,0.595
25729,Losses - Canada,-1.3099999999999998
25730,Losses - Denmark,0.415
25731,Losses - France,0.62
25732,Losses - Ireland,0.515
25733,Losses - United Kingdom,-0.08000000000000002
25734,Lost & Found (feat. Matilda) - Denmark,0.49
25735,Lost & Found - Belgium,0.275
25736,Lost & Found - France,0.17
25737,Lost & Found - Sweden,0.345
25738,Lost & Found - United Kingdom,-0.63
25739,Lost & Profound - Denmark,-2.225
25740,Lost (feat. Oliver Rosa) - Sweden,0.35
25741,Lost - Canada,0.6899999999999997
25742,Lost - Denmark,1.5599999999999998
25743,Lost - Ireland,-2.615000000000002
25744,Lost - Sweden,-0.16000000000000006
25745,Lost - United Kingdom,0.125
25746,Lost Boy - Belgium,2.6900000000000004
25747,Lost Boy - Denmark,5.994999999999998
25748,Lost Boy - Ireland,0.845
25749,Lost Boy - Italy,0.18
25750,Lost Boy - Sweden,9.359999999999998
25751,Lost Boys - Ocean Park Standoff vs Seeb - Sweden,0.345
25752,Lost Cause - Belgium,-7.969999999999999
25753,Lost Cause - Canada,-14.300000000000004
25754,Lost Cause - Denmark,-4.704999999999999
25755,Lost Cause - France,-0.4650000000000003
25756,Lost Cause - Ireland,-14.759999999999998
25757,Lost Cause - Italy,-0.8249999999999998
25758,Lost Cause - Sweden,-5.485
25759,Lost Cause - United Kingdom,-9.049999999999999
25760,Lost Control - Belgium,0.425
25761,Lost Control - Denmark,0.42
25762,Lost Control - Sweden,3.7500000000000004
25763,Lost In A Lost World - Sweden,0.1
25764,Lost In Japan - Belgium,-3.6300000000000003
25765,Lost In Japan - Canada,-13.909999999999998
25766,Lost In Japan - Denmark,-12.845
25767,Lost In Japan - France,0.165
25768,Lost In Japan - Ireland,-5.824999999999998
25769,Lost In Japan - Italy,1.5600000000000003
25770,Lost In Japan - Remix - Belgium,4.635
25771,Lost In Japan - Remix - Canada,0.6200000000000012
25772,Lost In Japan - Remix - Denmark,0.3350000000000001
25773,Lost In Japan - Remix - Ireland,2.9099999999999993
25774,Lost In Japan - Remix - Sweden,0.065
25775,Lost In Japan - Remix - United Kingdom,1.19
25776,Lost In Japan - Sweden,-0.12499999999999961
25777,Lost In Japan - United Kingdom,-9.224999999999998
25778,Lost In Translation - Canada,0.025
25779,Lost In Yesterday - Belgium,1.0300000000000002
25780,Lost In Yesterday - Canada,0.8099999999999999
25781,Lost In Yesterday - Denmark,0.26
25782,Lost In Yesterday - Ireland,1.53
25783,Lost In Yesterday - Sweden,0.025
25784,Lost In Yesterday - United Kingdom,1.5299999999999998
25785,Lost In Your Light (feat. Miguel) - Belgium,0.51
25786,Lost In Your Light (feat. Miguel) - Denmark,0.01
25787,Lost In Your Light (feat. Miguel) - Ireland,2.7649999999999997
25788,Lost In Your Light (feat. Miguel) - Sweden,0.575
25789,Lost In Your Light (feat. Miguel) - United Kingdom,-1.5500000000000007
25790,Lost It (feat. Quavo & Offset) - Canada,-0.8400000000000001
25791,"Lost Me (feat. Lil Mosey, iann dior & Lil Skies) - Canada",0.15
25792,Lost My Mind - United Kingdom,0.065
25793,Lost On You - Ireland,-8.664999999999997
25794,Lost On You - United Kingdom,-6.48
25795,Lost Someone - Sweden,0.04
25796,Lost Song - Sweden,0.365
25797,Lost Without You - Belgium,0.29500000000000004
25798,Lost Without You - Ireland,15.670000000000023
25799,Lost Without You - Sweden,1.635
25800,Lost Without You - United Kingdom,19.52
25801,Lost in Paris - Ireland,0.11
25802,Lost in Paris - United Kingdom,0.65
25803,Lost in The Thick of It - Ireland,0.42999999999999994
25804,Lost in the Fire (feat. The Weeknd) - Canada,-0.305
25805,Lost in the Fire (feat. The Weeknd) - Denmark,3.59
25806,Lost in the Fire (feat. The Weeknd) - Ireland,0.12499999999999982
25807,Lost in the Fire (feat. The Weeknd) - United Kingdom,0.8000000000000002
25808,Lost in the Fire - Belgium,-7.085
25809,Lost in the Fire - Canada,-16.584999999999997
25810,Lost in the Fire - Denmark,-6.065000000000002
25811,Lost in the Fire - France,-1.04
25812,Lost in the Fire - Ireland,-6.585000000000003
25813,Lost in the Fire - Italy,0.255
25814,Lost in the Fire - Sweden,-10.419999999999996
25815,Lost in the Fire - United Kingdom,-6.740000000000001
25816,Lost in the Woods - United Kingdom,0.025
25817,Lost on You - Belgium,2.234999999999999
25818,Lost on You - France,0.8600000000000003
25819,Lost on You - Italy,3.209999999999999
25820,Lost on You - Sweden,0.13
25821,Lostboy - Sweden,0.18
25822,Lot to Learn - Belgium,-4.620000000000002
25823,Lot to Learn - Canada,1.675000000000002
25824,Lot to Learn - Denmark,0.7249999999999998
25825,Lot to Learn - Ireland,0.9149999999999994
25826,Lot to Learn - Italy,2.059999999999996
25827,Lot to Learn - Sweden,4.929999999999999
25828,Lot to Learn - United Kingdom,5.310000000000002
25829,Loterij - Belgium,-2.4650000000000016
25830,Loto - France,-0.24
25831,Lotteri - Denmark,0.315
25832,Lottery (Renegade) - Belgium,0.885
25833,Lottery (Renegade) - Canada,2.09
25834,Lotus - Canada,-1.3900000000000001
25835,Lotus - Ireland,0.45
25836,Lotus - United Kingdom,0.54
25837,Lou Lou - Sweden,0.8150000000000001
25838,Louboutin - Belgium,-3.2
25839,Louboutin - Italy,20.65999999999999
25840,Louder than bombs - Belgium,0.05
25841,Louder than bombs - Canada,-0.1799999999999999
25842,Louder than bombs - France,0.295
25843,Louder than bombs - Ireland,0.15
25844,Louder than bombs - United Kingdom,-0.12999999999999995
25845,Louis V - Belgium,0.43999999999999984
25846,Louis V - France,-10.155
25847,Louis Vuitton/Lost Hope - United Kingdom,0.475
25848,Loup - Belgium,0.44
25849,Loup - France,-1.005
25850,Loup alpha - France,0.655
25851,Loup garou (feat. Sofiane) - Belgium,-4.26
25852,Loup garou (feat. Sofiane) - France,-15.235
25853,Loup noir - Belgium,-2.99
25854,Loup noir - France,-9.349999999999998
25855,Louvre - France,0.075
25856,Lov Mig - Denmark,-0.24500000000000005
25857,Lov Mig 1 Ting - Denmark,6.470000000000001
25858,Lova mig - Sweden,0.305
25859,Love & Hate - Alternative Radio Mix - United Kingdom,0.185
25860,Love (Sweet Love) - Ireland,-1.2700000000000002
25861,Love (Sweet Love) - Sweden,0.07
25862,Love (Sweet Love) - United Kingdom,-1.395
25863,Love (feat. Rae Sremmurd) - Sweden,0.425
25864,Love - Belgium,-0.7800000000000002
25865,Love - Canada,-2.2699999999999996
25866,Love - Denmark,0.7250000000000001
25867,Love - France,1.1400000000000001
25868,Love - Ireland,0.29499999999999926
25869,Love - Italy,-2.9799999999999995
25870,Love - Sweden,5.3199999999999985
25871,Love - United Kingdom,7.11
25872,Love 2 The Game - United Kingdom,0.30000000000000004
25873,Love 66 - Belgium,1.9249999999999998
25874,Love Again (feat. Alida) - Sweden,0.27
25875,Love Again - Belgium,12.289999999999997
25876,Love Again - Canada,19.799999999999997
25877,Love Again - Denmark,2.895
25878,Love Again - France,15.234999999999992
25879,Love Again - Ireland,5.860000000000001
25880,Love Again - Italy,4.5649999999999995
25881,Love Again - United Kingdom,-1.195
25882,Love Ain't - Canada,2.795000000000001
25883,Love All (with JAY-Z) - Belgium,-1.8850000000000005
25884,Love All (with JAY-Z) - Canada,-16.914999999999996
25885,Love All (with JAY-Z) - Denmark,-3.6550000000000002
25886,Love All (with JAY-Z) - France,-2.5
25887,Love All (with JAY-Z) - Ireland,-5.27
25888,Love All (with JAY-Z) - Italy,-0.9100000000000001
25889,Love All (with JAY-Z) - Sweden,-1.9699999999999998
25890,Love All (with JAY-Z) - United Kingdom,-12.89
25891,Love And Appreciation - Sweden,0.625
25892,Love Dies Young - United Kingdom,0.12
25893,Love Don't Cost a Thing - Ireland,0.335
25894,Love Don't Cost a Thing - United Kingdom,0.47
25895,Love Drought - Canada,0.12500000000000003
25896,Love Drought - Denmark,0.1
25897,Love Drought - Ireland,0.034999999999999976
25898,Love Drought - Sweden,0.195
25899,Love Drought - United Kingdom,0.085
25900,Love Drugs and Sex - Canada,0.22999999999999995
25901,Love Galore (feat. Travis Scott) - Belgium,6.905000000000005
25902,Love Galore (feat. Travis Scott) - Canada,7.215000000000002
25903,Love Galore (feat. Travis Scott) - Ireland,0.725
25904,Love Galore (feat. Travis Scott) - United Kingdom,0.625
25905,Love Generation - Radio Edit - Denmark,0.245
25906,Love Goes (feat. Labrinth) - Sweden,-1.8849999999999996
25907,Love Goes Down - United Kingdom,0.11000000000000001
25908,Love Gun - Radio Edit - France,6.0550000000000015
25909,Love Her - Canada,0.26
25910,Love Hurts (feat. Toosii) - Canada,0.33
25911,Love Hurts (feat. Travis Scott) - Canada,0.435
25912,Love Hurts - Sweden,0.485
25913,Love In Slow Motion - Belgium,0.15999999999999998
25914,Love In Slow Motion - Canada,-0.11500000000000002
25915,Love In Slow Motion - Denmark,2.145
25916,Love In Slow Motion - Ireland,-0.59
25917,Love In Slow Motion - Sweden,-0.475
25918,Love In Slow Motion - United Kingdom,-0.7899999999999999
25919,Love In The Dark - Belgium,-0.6649999999999995
25920,Love In The Dark - Canada,-1.7850000000000004
25921,Love In The Dark - Denmark,0.8949999999999999
25922,Love In The Dark - France,1.2650000000000003
25923,Love In The Dark - Ireland,5.489999999999998
25924,Love In The Dark - Sweden,7.475000000000001
25925,Love In The Dark - United Kingdom,1.3350000000000009
25926,Love Incredible (feat. Camila Cabello) - Canada,0.08500000000000008
25927,Love Is A Losing Game - United Kingdom,0.315
25928,Love Is All We Have Left - Ireland,0.295
25929,Love Is Bigger Than Anything In Its Way - Belgium,0.26
25930,Love Is Bigger Than Anything In Its Way - Ireland,0.01
